rental_id,rental_date,return_date,payment_id,payment_amount,payment_date,payment_status,accrual_amount,total_revenue,customer_id,customer_first_name,customer_last_name,customer_address,customer_city,customer_country,region,film_id,title,release_year,rental_term,rental_rate,rating,language,category,store_id,staff_id,staff_first_name,staff_last_name
12763,2005-08-18,2005-08-21,21489,4.99,2007-03-18,paid,0,4.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,86,Boogie Amelie,2006,6,4.99,R,English,Music,2,1,Mike,Hillyer
13188,2005-08-19,2005-08-28,21490,8.99,2007-03-19,paid,0,8.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,127,Cat Coneheads,2006,5,4.99,G,English,Comedy,1,2,Jon,Stephens
14209,2005-08-21,2005-08-27,21491,4.99,2007-03-21,paid,0,4.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,199,Cupboard Sinners,2006,4,2.99,R,English,Documentary,2,1,Mike,Hillyer
14596,2005-08-21,2005-08-30,21492,4.99,2007-03-21,paid,0,4.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,437,House Dynamite,2006,7,2.99,R,English,Family,2,1,Mike,Hillyer
14597,2005-08-21,2005-08-25,21493,4.99,2007-03-21,paid,0,4.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,256,Drop Waterfront,2006,6,4.99,R,English,Sports,2,1,Mike,Hillyer
15185,2005-08-22,2005-08-31,21494,5.99,2007-03-22,paid,0,5.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,647,Outfield Massacre,2006,4,0.99,NC-17,English,Music,1,1,Mike,Hillyer
15278,2005-08-22,2005-08-25,21495,2.99,2007-03-22,paid,0,2.99,472,Greg,Robins,1786 Salinas Place,Nam Dinh,Vietnam,Asia-Pacific,536,Lovely Jingle,2006,3,2.99,PG,English,Classics,1,2,Jon,Stephens
10867,2005-08-02,2005-08-05,21496,2.99,2007-03-01,paid,0,2.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,564,Massage Image,2006,4,2.99,PG,English,Animation,2,1,Mike,Hillyer
11006,2005-08-02,2005-08-05,21497,2.99,2007-03-02,paid,0,2.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,609,Muscle Bright,2006,7,2.99,G,English,Travel,2,1,Mike,Hillyer
11216,2005-08-02,2005-08-03,21498,4.99,2007-03-02,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,246,Doubtfire Labyrinth,2006,5,4.99,R,English,Foreign,2,1,Mike,Hillyer
11336,2005-08-02,2005-08-06,21499,0.99,2007-03-02,paid,0,0.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,424,Holocaust Highball,2006,6,0.99,R,English,Children,2,1,Mike,Hillyer
11421,2005-08-02,2005-08-12,21500,7.99,2007-03-02,paid,0,7.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,738,Rocketeer Mother,2006,3,0.99,PG-13,English,Foreign,1,2,Jon,Stephens
11741,2005-08-17,2005-08-20,21501,0.99,2007-03-17,paid,0,0.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,395,Handicap Boondock,2006,4,0.99,R,English,Action,2,1,Mike,Hillyer
13984,2005-08-20,2005-08-29,21502,4.99,2007-03-20,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,471,Island Exorcist,2006,7,2.99,NC-17,English,Classics,2,1,Mike,Hillyer
14202,2005-08-21,2005-08-22,21503,0.99,2007-03-21,paid,0,0.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,434,Horror Reign,2006,3,0.99,R,English,Travel,2,1,Mike,Hillyer
14550,2005-08-21,2005-08-23,21504,0.99,2007-03-21,paid,0,0.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,618,Necklace Outbreak,2006,3,0.99,PG,English,Drama,2,1,Mike,Hillyer
14658,2005-08-21,2005-08-25,21505,4.99,2007-03-21,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,320,Flamingos Connecticut,2006,4,4.99,PG-13,English,New,2,1,Mike,Hillyer
14757,2005-08-21,2005-08-26,21506,4.99,2007-03-21,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,255,Driving Polish,2006,6,4.99,NC-17,English,Music,1,2,Jon,Stephens
15118,2005-08-22,2005-08-29,21507,4.99,2007-03-22,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,451,Igby Maker,2006,7,4.99,NC-17,English,Travel,1,2,Jon,Stephens
15400,2005-08-22,2005-08-28,21508,2.99,2007-03-22,paid,0,2.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,585,Mob Duffel,2006,4,0.99,G,English,Drama,2,1,Mike,Hillyer
16024,2005-08-23,2005-08-27,21509,4.99,2007-03-23,paid,0,4.99,473,Jorge,Olivares,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,Asia-Pacific,639,Opposite Necklace,2006,7,4.99,PG,English,Family,2,1,Mike,Hillyer
10376,2005-08-01,2005-08-07,21510,5.99,2007-03-01,paid,0,5.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,912,Trojan Tomorrow,2006,3,2.99,PG,English,Sci-Fi,2,2,Jon,Stephens
11117,2005-08-02,2005-08-05,21511,0.99,2007-03-02,paid,0,0.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,352,Gathering Calendar,2006,4,0.99,PG-13,English,Games,2,2,Jon,Stephens
11489,2005-08-02,2005-08-04,21512,2.99,2007-03-02,paid,0,2.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,658,Paris Weekend,2006,7,2.99,PG-13,English,Horror,2,2,Jon,Stephens
11537,2005-08-17,2005-08-19,21513,2.99,2007-03-16,paid,0,2.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,43,Atlantis Cause,2006,6,2.99,G,English,Family,1,2,Jon,Stephens
12083,2005-08-17,2005-08-19,21514,2.99,2007-03-17,paid,0,2.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,433,Horn Working,2006,4,2.99,PG,English,Animation,1,2,Jon,Stephens
12236,2005-08-18,2005-08-23,21515,4.99,2007-03-18,paid,0,4.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,265,Dying Maker,2006,5,4.99,PG,English,Comedy,1,2,Jon,Stephens
12440,2005-08-18,2005-08-21,21516,0.99,2007-03-18,paid,0,0.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,610,Music Boondock,2006,7,0.99,R,English,Family,1,2,Jon,Stephens
12597,2005-08-18,2005-08-25,21517,2.99,2007-03-18,paid,0,2.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,833,Splendor Patton,2006,5,0.99,R,English,Children,2,2,Jon,Stephens
12702,2005-08-18,2005-08-27,21518,4.99,2007-03-18,paid,0,4.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,410,Heaven Freedom,2006,7,2.99,PG,English,Comedy,2,2,Jon,Stephens
14728,2005-08-21,2005-08-25,21519,0.99,2007-03-21,paid,0,0.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,586,Mockingbird Hollywood,2006,4,0.99,PG,English,Action,2,2,Jon,Stephens
15046,2005-08-22,2005-08-26,21520,4.99,2007-03-22,paid,0,4.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,336,French Holiday,2006,5,4.99,PG,English,Documentary,1,1,Mike,Hillyer
15558,2005-08-23,2005-09-01,21521,6.99,2007-03-23,paid,0,6.99,474,Dustin,Gillette,1854 Okara Boulevard,Emmen,Netherlands,Europe,139,Chasing Fight,2006,7,4.99,PG,English,Family,1,1,Mike,Hillyer
10357,2005-08-01,2005-08-04,21522,0.99,2007-03-01,paid,0,0.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,681,Pirates Roxanne,2006,4,0.99,PG,English,Sports,2,2,Jon,Stephens
10633,2005-08-01,2005-08-10,21523,3.99,2007-03-01,paid,0,3.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,687,Pocus Pulp,2006,6,0.99,NC-17,English,Documentary,1,2,Jon,Stephens
11293,2005-08-02,2005-08-11,21524,5.99,2007-03-02,paid,0,5.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,331,Forward Temple,2006,6,2.99,NC-17,English,Games,1,1,Mike,Hillyer
11770,2005-08-17,2005-08-20,21525,4.99,2007-03-17,paid,0,4.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,627,North Tequila,2006,4,4.99,NC-17,English,Documentary,2,1,Mike,Hillyer
14303,2005-08-21,2005-08-24,21526,2.99,2007-03-21,paid,0,2.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,220,Deer Virginian,2006,7,2.99,NC-17,English,Music,2,1,Mike,Hillyer
15097,2005-08-22,2005-08-27,21527,1.99,2007-03-22,paid,0,1.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,623,Newton Labyrinth,2006,4,0.99,PG,English,Foreign,1,1,Mike,Hillyer
15288,2005-08-22,2005-08-26,21528,4.99,2007-03-22,paid,0,4.99,475,Pedro,Chestnut,421 Yaound Street,ostka,Ukraine,Europe,435,Hotel Happiness,2006,6,4.99,PG-13,English,Foreign,1,1,Mike,Hillyer
10346,2005-08-01,2005-08-06,21529,4.99,2007-03-01,paid,0,4.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,912,Trojan Tomorrow,2006,3,2.99,PG,English,Sci-Fi,2,1,Mike,Hillyer
10617,2005-08-01,2005-08-09,21530,9.99,2007-03-01,paid,0,9.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,946,Virtual Spoilers,2006,3,4.99,NC-17,English,Family,2,1,Mike,Hillyer
10826,2005-08-01,2005-08-08,21531,6.99,2007-03-01,paid,0,6.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,272,Edge Kissing,2006,5,4.99,NC-17,English,Drama,1,2,Jon,Stephens
12616,2005-08-18,2005-08-25,21532,4.99,2007-03-18,paid,0,4.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,648,Outlaw Hanky,2006,7,4.99,PG-13,English,Travel,1,2,Jon,Stephens
12709,2005-08-18,2005-08-26,21533,5.99,2007-03-18,paid,0,5.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,848,Stone Fire,2006,3,0.99,G,English,Travel,1,2,Jon,Stephens
15413,2005-08-22,2005-08-23,21534,0.99,2007-03-22,paid,0,0.99,476,Derrick,Bourque,1153 Allende Way,Gatineau,Canada,North America,547,Magic Mallrats,2006,3,0.99,PG,English,Children,2,2,Jon,Stephens
10500,2005-08-01,2005-08-06,21535,4.99,2007-03-01,paid,0,4.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,103,Bucket Brotherhood,2006,7,4.99,PG,English,Travel,2,2,Jon,Stephens
10912,2005-08-02,2005-08-06,21536,0.99,2007-03-02,paid,0,0.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,160,Club Graffiti,2006,4,0.99,PG-13,English,Animation,1,1,Mike,Hillyer
12420,2005-08-18,2005-08-22,21537,4.99,2007-03-18,paid,0,4.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,100,Brooklyn Desert,2006,7,4.99,R,English,Foreign,1,1,Mike,Hillyer
13002,2005-08-19,2005-08-26,21538,0.99,2007-03-19,paid,0,0.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,850,Story Side,2006,7,0.99,R,English,Action,2,2,Jon,Stephens
14552,2005-08-21,2005-08-27,21539,3.99,2007-03-21,paid,0,3.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,434,Horror Reign,2006,3,0.99,R,English,Travel,1,1,Mike,Hillyer
15091,2005-08-22,2005-08-23,21540,2.99,2007-03-22,paid,0,2.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,453,Image Princess,2006,3,2.99,PG-13,English,Sports,2,2,Jon,Stephens
15929,2005-08-23,2005-08-27,21541,2.99,2007-03-23,paid,0,2.99,477,Dan,Paine,808 Naala-Porto Parkway,Stockport,United Kingdom,Europe,397,Hanky October,2006,5,2.99,NC-17,English,Sci-Fi,2,1,Mike,Hillyer
11906,2005-08-17,2005-08-20,21542,2.99,2007-03-17,paid,0,2.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,72,Bill Others,2006,6,2.99,PG,English,Documentary,2,2,Jon,Stephens
13162,2005-08-19,2005-08-24,21543,2.99,2007-03-19,paid,0,2.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,402,Harper Dying,2006,3,0.99,G,English,Animation,1,1,Mike,Hillyer
13507,2005-08-20,2005-08-23,21544,4.99,2007-03-20,paid,0,4.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,731,Right Cranes,2006,7,4.99,PG-13,English,Classics,2,2,Jon,Stephens
15027,2005-08-22,2005-08-29,21545,4.99,2007-03-22,paid,0,4.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,73,Bingo Talented,2006,5,2.99,PG-13,English,Sci-Fi,1,2,Jon,Stephens
15188,2005-08-22,2005-08-29,21546,4.99,2007-03-22,paid,0,4.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,26,Annie Identity,2006,3,0.99,G,English,Sci-Fi,1,1,Mike,Hillyer
15724,2005-08-23,2005-08-28,21547,4.99,2007-03-23,paid,0,4.99,478,Lewis,Lyman,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,Middle East and Africa,229,Devil Desire,2006,6,4.99,R,English,Action,2,2,Jon,Stephens
10303,2005-08-01,2005-08-06,21548,4.99,2007-03-01,paid,0,4.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,207,Dangerous Uptown,2006,7,4.99,PG,English,Foreign,1,2,Jon,Stephens
11109,2005-08-02,2005-08-09,21549,4.99,2007-03-02,paid,0,4.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,589,Modern Dorado,2006,3,0.99,PG,English,Documentary,2,2,Jon,Stephens
11584,2005-08-17,2005-08-22,21550,1.99,2007-03-17,paid,0,1.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,852,Strangelove Desire,2006,4,0.99,NC-17,English,Children,2,2,Jon,Stephens
11835,2005-08-17,2005-08-19,21551,4.99,2007-03-17,paid,0,4.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,614,Name Detective,2006,5,4.99,PG-13,English,Games,1,1,Mike,Hillyer
12401,2005-08-18,2005-08-21,21552,0.99,2007-03-18,paid,0,0.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,940,Victory Academy,2006,6,0.99,PG-13,English,Sports,1,2,Jon,Stephens
13078,2005-08-19,2005-08-27,21553,8.99,2007-03-19,paid,0,8.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,893,Titans Jerk,2006,4,4.99,PG,English,Sci-Fi,1,2,Jon,Stephens
13974,2005-08-20,2005-08-28,21554,2.99,2007-03-20,paid,0,2.99,479,Zachary,Hite,98 Pyongyang Boulevard,Akron,United States,North America,416,Highball Potter,2006,6,0.99,R,English,Foreign,1,1,Mike,Hillyer
10808,2005-08-01,2005-08-09,21555,1.99,2007-03-01,paid,0,1.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,130,Celebrity Horn,2006,7,0.99,PG-13,English,Action,2,1,Mike,Hillyer
11017,2005-08-02,2005-08-09,21556,0.99,2007-03-02,paid,0,0.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,899,Towers Hurricane,2006,7,0.99,NC-17,English,Classics,1,2,Jon,Stephens
11369,2005-08-02,2005-08-09,21557,5.99,2007-03-02,paid,0,5.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,544,Madison Trap,2006,4,2.99,R,English,Documentary,1,1,Mike,Hillyer
12905,2005-08-19,2005-08-26,21558,4.99,2007-03-19,paid,0,4.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,233,Disciple Mother,2006,3,0.99,PG,English,Travel,1,1,Mike,Hillyer
13092,2005-08-19,2005-08-25,21559,0.99,2007-03-19,paid,0,0.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,951,Voyage Legally,2006,6,0.99,PG-13,English,Classics,1,2,Jon,Stephens
13131,2005-08-19,2005-08-27,21560,9.99,2007-03-19,paid,0,9.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,321,Flash Wars,2006,3,4.99,NC-17,English,New,1,2,Jon,Stephens
13831,2005-08-20,2005-08-24,21561,4.99,2007-03-20,paid,0,4.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,123,Casablanca Super,2006,6,4.99,G,English,Travel,2,1,Mike,Hillyer
15363,2005-08-22,2005-08-23,21562,2.99,2007-03-22,paid,0,2.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,505,Labyrinth League,2006,6,2.99,PG-13,English,Children,2,1,Mike,Hillyer
15579,2005-08-23,2005-08-29,21563,4.99,2007-03-23,paid,0,4.99,480,Corey,Hauser,984 Novoterkassk Loop,Gaziantep,Turkey,Middle East and Africa,869,Suspects Quills,2006,4,2.99,PG,English,Action,1,1,Mike,Hillyer
11207,2005-08-02,2005-08-05,21564,0.99,2007-03-02,paid,0,0.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,976,Wind Phantom,2006,6,0.99,R,English,Games,2,1,Mike,Hillyer
11387,2005-08-02,2005-08-07,21565,2.99,2007-03-02,paid,0,2.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,546,Madre Gables,2006,7,2.99,PG-13,English,Games,2,2,Jon,Stephens
11752,2005-08-17,2005-08-18,21566,4.99,2007-03-17,paid,0,4.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,398,Hanover Galaxy,2006,5,4.99,NC-17,English,Music,2,1,Mike,Hillyer
11885,2005-08-17,2005-08-22,21567,4.99,2007-03-17,paid,0,4.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,857,Strictly Scarface,2006,3,2.99,PG-13,English,Comedy,2,1,Mike,Hillyer
12160,2005-08-18,2005-08-19,21568,2.99,2007-03-17,paid,0,2.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,293,Exorcist Sting,2006,6,2.99,G,English,Sports,2,1,Mike,Hillyer
12981,2005-08-19,2005-08-21,21569,4.99,2007-03-19,paid,0,4.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,856,Streetcar Intentions,2006,5,4.99,R,English,Horror,2,1,Mike,Hillyer
13497,2005-08-20,2005-08-26,21570,2.99,2007-03-20,paid,0,2.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,286,Enough Raging,2006,7,2.99,NC-17,English,Travel,1,2,Jon,Stephens
13878,2005-08-20,2005-08-21,21571,4.99,2007-03-20,paid,0,4.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,10,Aladdin Calendar,2006,6,4.99,NC-17,English,Sports,1,2,Jon,Stephens
13990,2005-08-20,2005-08-25,21572,1.99,2007-03-20,paid,0,1.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,491,Jumping Wrath,2006,4,0.99,NC-17,English,Children,2,2,Jon,Stephens
14280,2005-08-21,2005-08-23,21573,4.99,2007-03-21,paid,0,4.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,342,Fugitive Maguire,2006,7,4.99,R,English,Travel,1,1,Mike,Hillyer
14584,2005-08-21,2005-08-24,21574,0.99,2007-03-21,paid,0,0.99,481,Herman,Devore,64 Korla Street,Mwanza,Tanzania,Middle East and Africa,574,Midnight Westward,2006,3,0.99,G,English,Action,1,2,Jon,Stephens
10824,2005-08-01,2005-08-04,21575,4.99,2007-03-01,paid,0,4.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,861,Suit Walls,2006,3,4.99,R,English,Games,2,2,Jon,Stephens
10839,2005-08-01,2005-08-02,21576,2.99,2007-03-01,paid,0,2.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,628,Northwest Polish,2006,5,2.99,PG,English,Sports,2,1,Mike,Hillyer
11498,2005-08-16,2005-08-25,21577,6.99,2007-03-16,paid,0,6.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,109,Butterfly Chocolat,2006,3,0.99,G,English,New,1,2,Jon,Stephens
13174,2005-08-19,2005-08-22,21578,4.99,2007-03-19,paid,0,4.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,500,Kiss Glory,2006,5,4.99,PG-13,English,Foreign,2,2,Jon,Stephens
14383,2005-08-21,2005-08-24,21579,4.99,2007-03-21,paid,0,4.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,422,Hollow Jeopardy,2006,7,4.99,NC-17,English,Sci-Fi,2,2,Jon,Stephens
14732,2005-08-21,2005-08-23,21580,0.99,2007-03-21,paid,0,0.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,416,Highball Potter,2006,6,0.99,R,English,Foreign,2,1,Mike,Hillyer
14891,2005-08-22,2005-08-27,21581,6.99,2007-03-22,paid,0,6.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,65,Behavior Runaway,2006,3,4.99,PG,English,Horror,2,1,Mike,Hillyer
14995,2005-08-22,2005-08-24,21582,4.99,2007-03-22,paid,0,4.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,908,Trap Guys,2006,3,4.99,G,English,Foreign,2,1,Mike,Hillyer
15391,2005-08-22,2005-08-29,21583,0.99,2007-03-22,paid,0,0.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,855,Streak Ridgemont,2006,7,0.99,PG-13,English,Documentary,2,2,Jon,Stephens
15849,2005-08-23,2005-08-27,21584,5.99,2007-03-23,paid,0,5.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,889,Ties Hunger,2006,3,4.99,R,English,Children,1,2,Jon,Stephens
15865,2005-08-23,2005-08-26,21585,2.99,2007-03-23,paid,0,2.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,442,Hunting Musketeers,2006,6,2.99,NC-17,English,Family,1,2,Jon,Stephens
15879,2005-08-23,2005-08-29,21586,3.99,2007-03-23,paid,0,3.99,482,Maurice,Crawley,1785 So Bernardo do Campo Street,Coatzacoalcos,Mexico,North America,53,Bang Kwai,2006,5,2.99,NC-17,English,Family,1,2,Jon,Stephens
10677,2005-08-01,2005-08-04,21587,0.99,2007-03-01,paid,0,0.99,483,Vernon,Chapa,698 Jelets Boulevard,Denizli,Turkey,Middle East and Africa,948,Voice Peach,2006,6,0.99,PG-13,English,New,2,1,Mike,Hillyer
10953,2005-08-02,2005-08-11,21588,6.99,2007-03-02,paid,0,6.99,483,Vernon,Chapa,698 Jelets Boulevard,Denizli,Turkey,Middle East and Africa,330,Forrester Comancheros,2006,7,4.99,NC-17,English,Animation,1,1,Mike,Hillyer
12331,2005-08-18,2005-08-25,21589,3.99,2007-03-18,paid,0,3.99,483,Vernon,Chapa,698 Jelets Boulevard,Denizli,Turkey,Middle East and Africa,997,Youth Kick,2006,4,0.99,NC-17,English,Music,1,2,Jon,Stephens
12695,2005-08-18,2005-08-25,21590,2.99,2007-03-18,paid,0,2.99,483,Vernon,Chapa,698 Jelets Boulevard,Denizli,Turkey,Middle East and Africa,99,Bringing Hysterical,2006,7,2.99,PG,English,Comedy,1,1,Mike,Hillyer
12875,2005-08-19,2005-08-26,21591,2.99,2007-03-19,paid,0,2.99,483,Vernon,Chapa,698 Jelets Boulevard,Denizli,Turkey,Middle East and Africa,373,Graduate Lord,2006,7,2.99,G,English,Children,1,2,Jon,Stephens
11871,2005-08-17,2005-08-18,21592,4.99,2007-03-17,paid,0,4.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,661,Past Suicides,2006,5,4.99,PG-13,English,Foreign,1,1,Mike,Hillyer
12024,2005-08-17,2005-08-21,21593,0.99,2007-03-17,paid,0,0.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,524,Lion Uncut,2006,6,0.99,PG,English,Comedy,2,2,Jon,Stephens
12771,2005-08-18,2005-08-22,21594,4.99,2007-03-18,paid,0,4.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,676,Philadelphia Wife,2006,7,4.99,PG-13,English,Sports,2,2,Jon,Stephens
12993,2005-08-19,2005-08-26,21595,7.99,2007-03-19,paid,0,7.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,918,Twisted Pirates,2006,4,4.99,PG,English,Children,2,2,Jon,Stephens
13160,2005-08-19,2005-08-22,21596,0.99,2007-03-19,paid,0,0.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,90,Boulevard Mob,2006,3,0.99,R,English,New,2,1,Mike,Hillyer
13956,2005-08-20,2005-08-29,21597,3.99,2007-03-20,paid,0,3.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,822,Soup Wisdom,2006,6,0.99,R,English,Family,2,1,Mike,Hillyer
15607,2005-08-23,2005-08-26,21598,2.99,2007-03-23,paid,0,2.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,895,Tomorrow Hustler,2006,3,2.99,R,English,Classics,2,2,Jon,Stephens
16026,2005-08-23,2005-08-27,21599,4.99,2007-03-23,paid,0,4.99,484,Roberto,Vu,1297 Alvorada Parkway,Yinchuan,China,Asia-Pacific,103,Bucket Brotherhood,2006,7,4.99,PG,English,Travel,1,1,Mike,Hillyer
